0.811316,-0.600102,2
0.805754,-0.513409,2
0.785261,-0.424809,2
0.858651,-0.403484,2
-0.270646,-0.23933,1
0.867305,-0.806434,1
-0.451224,0.836637,1
0.421928,-0.393866,1
0.923503,-0.369774,2
0.676021,0.0419025,1
0.901597,-0.290712,2
0.931537,-0.237837,2
0.486943,-0.255121,1
0.994206,-0.193271,2
0.539867,-0.409119,1
0.943182,-0.115197,2
0.977185,-0.0599475,2
1.04037,-0.0042836,2
0.998215,0.063482,2
1.01956,0.127308,2
-0.287093,-0.275131,1
1.02084,0.192737,2
-0.162252,0.874486,1
0.999779,0.256124,2
-0.34272,-0.0205202,1
1.02404,0.328197,2
0.180378,-0.402593,1
0.237187,-0.512114,1
-0.689036,-0.834586,1
0.951837,0.378575,2
0.927461,0.438745,2
0.958259,0.52243,2
0.894505,0.567734,2
0.0449095,0.788746,1
-0.412534,-1.04319,1
-0.850514,-0.619698,1
0.839449,0.613226,2
-0.326374,-1.2238,1
-0.659532,0.616635,1
0.825684,0.68327,2
0.820102,0.764573,2
0.685687,0.741165,2
0.695336,0.840854,2
0.690708,0.939798,2
-0.932337,-0.18521,1
0.646505,0.0860461,1
0.614626,0.962216,2
0.547269,0.991659,2
0.46741,0.997413,2
0.41557,1.04915,2
0.635424,0.255126,1
-0.267664,-0.056647,1
-0.45677,-0.97943,1
0.366083,1.11461,2
0.277194,1.08657,2
0.204782,1.0914,2
0.143372,1.1389,2
0.0791439,1.19833,2
0.00420105,1.21286,2
-0.320928,0.809839,1
0.598878,0.489239,1
-0.0740026,1.15901,2
-0.145367,1.10052,2
0.244028,0.754183,1
-0.738972,-0.78785,1
0.365921,0.670234,1
0.235526,0.868211,1
-0.940279,-0.37531,1
-0.264089,0.805117,1
0.693607,-0.00428766,1
-0.218664,1.12856,2
-0.299386,1.17179,2
-0.369756,1.13664,2
-0.453237,1.15228,2
1.11278,-0.71084,1
-0.507815,1.07395,2
0.435857,0.678359,1
-0.576915,1.04459,2
-1.00027,-0.126896,1
-0.334393,-0.239286,1
-0.647984,1.01782,2
-0.729115,1.00472,2
-0.778845,0.938747,2
-0.955242,0.246757,1
-0.844613,0.897666,2
0.159116,0.819304,1
-0.120178,-0.463292,1
1.31352,-0.16626,1
0.881424,-0.944218,1
-0.915671,0.860223,2
-0.954083,0.78673,2
0.619763,-0.0735071,1
-1.01331,0.734653,2
0.448293,0.552521,1
-1.09277,0.695671,2
-1.14798,0.634081,2
-1.16521,0.548412,2
-0.961871,-0.450871,1
-1.19898,0.474363,2
-0.330089,-0.0679678,1
-1.25656,0.410152,2
-1.29564,0.335318,2
0.637988,-0.998578,1
0.0732797,-1.18544,1
-1.35786,0.264791,2
-1.36673,0.177372,2
-1.36276,0.0888618,2
-0.616078,0.653471,1
